site_code,latitude,longitude,status
61VXS,24.647652,73.846679,
CLZV0,26.263159,72.661907,
4YZPG,26.432934,76.178276,
EUFYC,33.528396,61.526195,
HAEPJ,25.978447,74.249123,
ZWUP1,32.765776,60.875955,
A1QYB,30.369574,75.517671,
IMOOL,25.774667,61.642507,
Y7AHI,30.541385,72.96777,
N3XRP,26.587798,65.990594,
QDHO7,29.361623,75.146486,
1VAPB,34.76354,76.331346,
ARINQ,26.229814,73.231434,
KOUPB,36.568557,60.921076,
BL3VI,31.611037,60.500968,
86Q71,29.60583,62.774842,
DRO87,26.410593,76.279246,
ED3MT,32.951029,61.405952,
X3BC6,24.713402,74.020716,
20QBA,28.690994,69.505899,
19SD8,34.051622,63.938139,
BR4ZN,30.587186,68.634127,
NDEF5,32.966159,62.512354,
O0KXV,25.512673,71.02806,
9BDQX,36.470215,75.935441,
BYAPV,25.62551,63.028854,
AZISI,25.777294,71.706993,
58HOZ,34.659486,74.351525,
SUSHP,35.451193,61.196922,
QZZV9,31.081675,70.040092,
P5KZD,30.331351,74.497427,
G5QRD,34.641045,74.893703,
FT3FC,29.47863,76.228243,
QEG69,27.404053,66.933984,
W93DZ,34.864228,61.980051,
2G69M,24.388584,71.259426,
ZSH9N,25.102987,76.25453,
RY0IU,34.731872,70.689492,
3Z7NJ,33.221151,73.270787,
XCNTK,31.180182,69.590814,
P8HYK,32.227971,68.289212,
W66M1,32.410359,66.126943,
CLPAU,25.814591,67.675994,
LD25U,26.93617,70.887769,
GTPZ1,28.043301,71.757621,
4U06A,23.61618,63.551664,
6RKHE,34.391163,71.561981,
0MI0R,24.416195,70.368738,
3G2MN,26.756751,67.777418,
4IPWL,28.714502,63.68336,
KA1R2,31.385694,63.994819,
6SY1I,27.716863,70.480689,
UTKT2,27.643994,71.6741,
HB93K,29.418392,69.084909,
K8MFT,24.81707,61.414069,
VJ5HL,24.638909,76.676008,
FOOIX,34.791482,70.678925,
HFCY9,34.704173,73.613799,
J02VI,36.064667,67.897476,
0SC3D,25.672521,71.534052,
RRD9T,32.379613,68.816077,
8OV7V,24.196696,62.093388,
QIQ8A,32.494582,76.418296,
JZC8B,27.361583,74.47431,
XHIKG,27.327655,77.11127,
CI5AE,32.479918,72.441105,
5CA5O,24.158945,66.176434,
CW4J4,29.150947,63.551221,
9H9Y8,29.319215,69.330498,
R5NMQ,31.091373,77.041924,
7FYT5,32.383724,71.8608,
QWZEX,30.514833,71.406322,
D8UOP,32.073558,66.083959,
GLXMY,35.745642,70.478124,
AZAVE,33.235631,71.146458,
LS8JP,24.995803,75.739541,
QHN17,35.108329,64.512306,
0F42P,35.863549,75.996308,
02FR5,25.802071,63.031564,
7T5XT,34.17576,76.428179,
YT7TQ,27.617806,66.861817,
F60SY,33.381927,70.515306,
6GHGT,34.757218,74.89624,
NSCJ0,29.349318,61.066534,
DHK53,28.676764,74.761874,
P703V,23.715309,75.30135,
QJK91,33.329564,61.934639,
G1FTG,32.359555,67.374295,
O2F64,35.642497,60.97383,
VBNU7,26.96713,72.713561,
JNQWA,27.740751,63.610344,
QX8CA,30.508409,65.018939,
GTEHR,27.294622,63.008043,
XUROO,29.800555,76.611009,
KXPP2,23.524273,73.975247,
VIVLC,32.670926,66.353847,
L9R1D,26.831752,72.902732,
INO70,25.731362,70.148169,
P1LLB,25.604364,73.644757,
P24IE,29.843019,73.131576,
PPDWE,34.528046,67.231493,
4Z1II,28.733594,72.107212,
9DOR0,24.186666,74.9161,
T4JX1,35.974749,77.249637,
7CHVR,29.094264,73.17167,
OF3KJ,31.652602,69.902513,
Q517R,28.749943,61.010823,
LENN5,28.056829,62.47663,
JBPDI,34.155442,71.047258,
R31VH,25.722485,65.197901,
NADPP,31.587866,63.976322,
HN2DW,35.435537,71.970791,
GDAXM,27.083378,65.129917,
3UYN3,26.368986,65.111852,
NW8NE,27.797516,71.494905,
PHVEI,28.801363,75.649317,
LRARS,23.517892,74.468819,
B2S5D,32.638548,76.460707,
OTW2P,24.74033,74.672681,
CQTB4,33.69777,73.340432,
CBPJO,31.010406,68.580777,
OSEFS,33.216278,66.159663,
RYSS0,31.745839,63.571968,
PHXX5,27.804482,73.562115,
KA6V7,32.519433,69.477772,
3W4V3,31.308009,64.370943,
WR01X,26.499689,69.172672,
R46T6,33.278976,69.513118,
KQYK5,25.271106,67.088443,
WWUQW,24.495996,64.827989,
9ZLXU,34.702872,63.282897,
JGB2M,29.934104,61.57219,
USC4K,28.822035,75.437326,
3D2W2,28.503131,77.260297,
H4OGT,31.566793,76.406917,
PNZFU,30.921678,75.93207,
7ZIJJ,34.543994,66.689438,
BLHM0,23.957983,77.153806,
F1KK0,26.069289,71.845045,
G7S78,28.785595,62.700888,
UH3BC,35.697972,69.129162,
3NZ2P,26.625298,71.894449,
8LKHO,28.88303,62.829134,
LN3W0,35.045055,62.998274,
PEI4J,28.481282,77.359636,
ED5L7,32.838654,73.446119,
GHSZ4,32.650892,72.888665,
1TMGZ,24.04227,76.282079,
48IN8,27.483564,63.172526,
HQZLK,35.607369,71.913485,
HOEY3,31.915521,66.218249,
OG8CC,28.848084,69.585049,
OW72S,29.045446,62.046877,
A7EBW,26.110739,73.37769,
7G5XR,36.871503,75.524427,
N0DN9,31.091776,72.038125,
B0JAC,31.719086,62.404747,
6B39V,28.85989,72.528373,
BWL6C,28.602492,66.583014,
B5FRH,33.553555,65.497003,
LEU1A,34.021422,70.051192,
RSZP9,29.788365,61.190909,
8OVFA,33.964416,73.661078,
CAKSD,36.226279,70.109815,
VTD6M,33.705928,65.868902,
LS595,27.923224,67.873769,
MH4MG,35.308049,64.602194,
6EEWA,34.089378,73.901291,
58WKF,33.427833,74.198124,
0DIHW,27.24558,71.833586,
3GX8P,25.8055,62.30917,
NUHNQ,24.099952,62.791561,
26Q80,36.497251,75.331023,
6KIUF,35.449785,61.386372,
1Y562,24.130079,68.25355,
N9OHH,24.993415,75.471993,
NKLVK,30.073688,75.096363,
JKJFR,28.300619,74.843527,
5AEQ2,34.544825,68.791399,
HIPD1,29.882917,66.558008,
5HIRU,27.872438,68.43393,
QPLWL,26.547781,70.086649,
6RP9X,27.432163,73.324334,
STOAK,32.799638,66.383952,
5ONMK,23.548791,69.858132,
AUFN3,25.31008,62.649491,
4MRR2,30.097396,64.232551,
2ZEE0,24.357254,61.120139,
EZFEC,34.989297,63.305136,
NG3M7,28.721907,74.231131,
YXFIP,25.642271,65.412898,
ZVLYL,29.51462,69.458149,
G5LEK,25.480907,67.034187,
EW7ET,31.071917,64.531777,
0M3YX,31.542097,70.790832,
XD2IQ,34.662144,65.184887,
9AEWT,28.142881,69.946617,
LAGO2,25.446526,65.668427,
6I8W6,25.825983,75.325397,
5LZZN,30.290738,62.220815,
1WZWB,24.102482,64.69274,
EY6PK,24.977622,72.41134,
4SBB3,32.649701,66.331252,
45J8A,27.755233,68.156415,
IB42J,27.188384,68.288305,
GFJXR,28.131486,71.76062,
VPWI5,30.016331,69.679925,
AL5XK,26.566888,68.649602,
LW00I,24.045541,75.193152,
VJP4S,25.965281,76.726812,
DJA1F,30.630139,76.761812,
0DLAE,26.709417,64.413714,
9Q8VM,26.98839,64.814428,
0Z56Z,35.326874,60.842201,
MDRN7,28.838287,71.763043,
DFHE3,27.934819,71.592643,
A0XQ4,24.955466,75.360425,
51ZA7,30.893243,69.446187,
BQH86,35.345108,61.971404,
TGXJD,31.432201,71.098266,
G4EIO,30.905998,76.869216,
LKX6D,31.333039,64.453934,
WPBT0,31.822355,74.220875,
VMXSC,30.642687,77.411485,
BQ9D9,30.01185,64.711387,
K5J73,29.529988,76.861932,
M0M66,33.348737,62.657464,
M02Z0,27.644042,71.305905,
RYK2X,30.104904,76.196945,
CPP6L,32.338188,67.217674,
GOJEY,28.351213,76.264798,
3KJRH,31.02563,62.242612,
ZN7IE,31.663279,67.12764,
E67AQ,36.200401,65.73987,
1AOK7,31.317576,67.256037,
F5L6J,32.137766,73.702903,
Q5HP0,31.260007,64.104357,
BYR96,34.961769,75.913971,
EP0MD,28.557522,73.84975,
U1XT0,31.393574,65.135195,
M9W7K,36.288647,69.352501,
VUMUQ,24.408355,61.698902,
0F2VO,32.021854,67.83556,
73C24,29.361403,69.860283,
M0SOD,27.304618,71.301908,
G46Y5,29.762926,71.683513,
8QUVG,35.473036,62.73669,
5XK41,36.334225,74.948597,
19HFN,34.994162,65.785757,
U9IOC,28.788067,62.644831,
2EKL1,25.014325,73.177467,
8LPFS,28.681858,72.334859,
GFVT6,26.120326,66.546383,
UK7LX,27.558091,62.079359,
08KWE,34.917496,67.804067,
MJOWT,32.286266,74.037434,
14UFZ,34.01266,67.118373,
IYMWR,34.687364,66.97138,
308YT,36.542386,77.105613,
ID9XI,26.785188,68.298757,
0XBX9,36.069938,65.275624,
HHO7F,34.195402,71.810308,
U3XD7,28.130032,71.372071,
4EC86,27.619995,72.705333,
6EYLX,34.816554,65.019022,
58YS4,36.606058,65.998338,
6VDMZ,23.828165,64.583776,
AGK3X,31.220269,70.451351,
IAYEX,27.881487,77.465762,
3ANV1,28.94843,66.221887,
27JPM,31.699085,72.509575,
UA8T0,36.3356,61.951662,
JB5Z5,36.683423,74.359131,
4176V,23.659607,69.166456,
K6KI8,25.267069,60.660338,
L2VMK,27.061451,75.03667,
5ZQED,31.974218,62.692616,
UUD5Y,36.789636,65.771733,
R44Y3,35.907389,72.849348,
W4UP5,29.993361,63.680622,
RPB9Y,34.270252,72.482414,
IA3P3,24.936328,64.792763,
HSHGT,33.295067,71.585237,
QWEMX,25.830657,76.279047,
AZC1U,26.433559,68.622917,
1GZ05,28.36988,64.658873,
4IRLD,31.385093,62.878387,
Z2OCK,31.482339,68.868877,
DB7RC,27.238257,69.99862,
HTTJC,33.385302,60.804179,
ES31D,27.922978,73.908085,
HIJCG,30.333928,72.120677,
FUJDD,32.321208,63.803157,
ZVXDQ,31.424417,72.171993,
T7B85,32.724719,61.432445,
2HMTW,24.17297,73.482664,
E0WLW,27.048594,76.007159,
7LGO3,32.197859,74.148242,
OE6VK,28.815634,64.978968,
FJFLL,24.38846,67.129789,
9FG64,32.350295,77.037681,
TUBYA,35.162278,71.205675,
5JO9B,24.508054,68.071242,
FHAZX,36.817646,67.531113,
7KEFP,36.93,65.996337,
JBEIU,35.648965,76.5804,
VT4D1,30.72732,73.111612,
AM5WJ,29.221283,70.277762,
9GWJM,36.604915,62.741283,
QKXM5,31.727241,77.240469,
12BYO,32.840216,69.867798,
TG7VP,25.651556,75.192184,
MBCZ7,34.660367,70.223331,
DSALI,28.845329,64.592217,
GTBFJ,25.787061,65.034334,
N9LB9,30.756978,77.203617,
UQLSC,31.170561,72.290555,
IJ4NP,27.564207,71.132642,
CM3PK,32.136295,66.250263,
9QT3Y,36.88437,61.649744,
6HAP5,25.683942,67.980755,
5WARM,25.763134,74.281132,
7CR7G,23.538143,70.106886,
Y980E,28.697873,64.758877,
YJMMW,27.160151,71.170627,
4KS2L,35.81863,74.895785,
QD224,34.962207,75.398143,
2MUYW,27.061189,62.818468,
B78GG,28.242021,71.868216,
CP1DM,36.799672,77.051948,
DT7YH,31.786141,63.711499,
9BC1A,31.06944,65.036147,
DDUPP,27.472518,72.075306,
FOMNN,23.899054,61.330855,
8DEX7,24.403193,63.075857,
YMGPN,25.149161,65.494756,
Z1NX6,24.933039,70.04703,
CZYP6,27.96308,77.359112,
X5IDF,23.973699,72.694601,
Y76YH,30.400437,66.637442,
6XL85,32.96495,63.14865,
1IST1,27.245096,76.633102,
RAF55,26.165173,72.484214,
KVPC2,36.335768,75.09956,
X8W1X,29.856534,77.241527,
1HRZR,26.647838,60.815544,
RLLR5,24.680246,72.339885,
XD9A7,28.014545,65.672446,
XISPV,26.886078,77.216603,
73950,24.578778,69.787613,
WNFN7,31.934345,68.651355,
11MBP,35.363106,68.363725,
M4CF7,35.029185,77.040228,
MQ2SC,34.422026,70.857724,
DCVOF,32.51895,63.946748,
4P8O0,33.51736,75.665461,
RPHNN,28.134158,66.395434,
MD7XS,28.780782,73.063129,
XQMYQ,29.774185,75.830603,
E497A,34.035403,60.648528,
CV0HV,23.553757,67.024895,
CTZZO,32.81789,68.057479,
9F7XG,29.004799,66.402333,
NZPM9,24.782166,72.620422,
5A4P3,27.848751,68.770781,
2V2HM,36.010939,71.26845,
7WVYE,26.443817,62.364566,
S1EGB,31.852924,62.287509,
5YW2Z,27.473663,65.280267,
VSAGS,27.442881,69.48259,
U7N9V,34.031121,70.769374,
LGXJD,33.877734,63.286052,
CHAMH,33.415035,66.663332,
V6NIF,34.657977,62.877031,
7MOQI,27.234852,68.691144,
XS2S6,33.745287,69.335902,
4CQT0,32.153797,64.989146,
J3X3X,24.222617,64.137135,
WK9RN,34.591866,60.547793,
T681D,36.504901,68.294033,
DY63Y,24.641755,67.664191,
OT9GA,32.570921,75.172221,
9GEHL,35.309266,68.112223,
W86O1,36.366141,66.093955,
SIJDD,27.895249,75.19531,
NJQU2,24.4225,72.689435,
7H66P,26.797705,64.379105,
RH2DB,36.312105,65.523456,
POI3V,26.688556,67.438392,
W9LJ5,28.689834,74.629062,
31X0C,27.73769,62.174935,
SPSRN,24.442499,64.592994,
XLZFH,29.833626,60.784115,
DX14N,36.614384,77.388328,
35ZUY,28.254483,67.166269,
AAACA,30.530338,72.38168,
U3V3G,34.532147,65.220991,
EJIHU,29.389282,73.946887,
BGC84,23.833284,64.371367,
AZETL,27.782459,60.951404,
CVEMQ,35.124344,61.934805,
9BTME,23.73423,60.730006,
UHP6K,25.093213,76.917538,
7RFQ8,35.465638,65.161088,
8PG96,26.55123,67.676701,
4QM9Q,31.723302,76.820486,
DIBFI,28.37113,76.941503,
UYNNJ,33.064485,67.955408,
J7JDP,32.907569,61.579111,
IGQCV,31.978458,74.617829,
3VWWQ,32.459734,65.875084,
7Z101,23.73335,69.00637,
H0ZIO,30.642169,67.670772,
JWDGE,28.331078,61.742478,
E6SCD,32.442946,67.758384,
A8TV1,26.48549,65.394808,
1NBIC,26.531374,61.17965,
A01PI,33.228189,61.304462,
OOJV8,35.125584,61.185531,
PII6B,30.996249,73.276504,
4VFH9,33.719469,72.329851,
0ZYP6,30.683975,64.714013,
VTL27,35.295675,61.395791,
HHBF1,23.713924,64.850696,
WGS7X,24.114873,77.208025,
7OLKQ,34.852108,76.366581,
GYXGM,29.558412,64.131459,
WV2XT,26.239297,65.707333,
OC5AR,31.762713,70.257171,
AKSC8,30.189076,75.882427,
QWVL9,32.525181,62.716202,
1OR16,27.849361,71.778086,
TK03T,25.291516,72.938345,
VI6WW,31.483511,76.913586,
R6SID,23.565762,65.251708,
964OU,34.299444,75.72305,
AKGP9,30.148551,63.529749,
IIZYN,32.66139,63.227757,
W27A3,33.786105,69.897589,
N75Y3,23.878228,66.228905,
MUPTY,35.569354,65.117817,
DI624,33.377607,75.895888,
ZJ76J,29.350368,68.600832,
PNL1J,33.828217,76.368821,
1H5CK,36.287274,75.075679,
I1C5G,29.587755,68.45753,
VE9Y4,24.552349,75.289688,
382G6,36.313686,66.016819,
AAGLN,30.753203,76.065293,
63AUO,33.253952,61.043053,
K7QZW,29.374551,67.839985,
3REI1,25.900559,65.08663,
5DRJ2,23.755666,76.515166,
8WD4M,26.590941,71.380763,
IBUZS,29.583076,74.536937,
O84FX,29.892111,61.133767,
U1ZAK,35.291633,72.044491,
JMUFB,36.056405,68.933352,
L8VC2,33.042679,65.851936,
1Y6OH,30.65757,62.481777,
QFL9R,24.997882,62.290554,
KX43P,30.170869,61.032994,
XMZM5,34.23592,73.486398,
GGV9M,35.386614,63.87961,
IRPM3,33.102524,76.532512,
KREFA,35.125503,65.041685,
6AJPH,24.771185,64.200927,
EVE5B,29.125318,73.826626,
I6CVX,32.871296,66.869765,
AXK5E,31.520449,76.609641,
MM2HO,25.473302,72.242495,
4ARRR,31.849741,72.177282,
6OHBA,28.837422,69.726058,
Y05OP,32.47626,74.863513,
212RG,23.564975,75.389638,
LPQWO,34.125374,71.948064,
PAJ9S,29.881548,72.610729,
USAW2,36.541255,73.948526,
L4WBA,33.688624,75.160819,
G9WML,34.179029,74.521063,
EBE59,36.284994,66.572722,
033PS,36.25028,69.664462,
23WHF,27.152955,66.71154,
Q9YI2,32.573389,62.481135,
CVKBW,24.034949,71.356497,
0YIIH,27.446201,62.969517,
AY3YH,26.364724,74.201105,
0C9UN,28.469524,69.186862,
HE6P1,30.947254,75.2091,
R9TXV,27.499657,61.311648,
RVT44,36.001006,60.678809,
BXKV2,36.35211,76.338155,
UCR1N,33.102493,74.748592,
PZ8CC,31.395089,63.105139,
Y7C8N,28.119456,70.534842,
WHE1Z,24.587742,68.613326,
M1K4P,25.907518,76.26264,
JD3JE,26.933405,63.417373,
R15UV,35.708495,64.536378,
VDBNW,32.404814,68.342059,
SCPSN,30.873678,63.154532,
CI7EC,31.44203,73.884967,
W9TSP,32.132577,74.398395,
82TD3,26.687196,62.104763,
LUV5J,29.739033,69.119182,
B6SAY,32.277554,66.726561,
UDJB6,23.676208,69.286486,
O7HLT,29.760326,66.685817,
8RTI6,29.808575,71.698535,
9N0VB,33.886655,66.715548,
Q7WWC,36.304848,68.805231,
LUNVZ,26.272785,65.341333,
0U1QW,24.068065,62.333772,
QQLC2,30.272687,76.216906,
CUWA1,32.998142,61.598059,
GYX7P,26.195909,69.821325,
FNBIW,32.037777,73.769033,
4R75J,33.268384,61.460953,
J2UYV,29.713026,72.304331,
T67XF,30.497933,65.468231,
3BT7Z,33.959607,64.85765,
6HL5D,26.534934,69.600347,
WU6ZV,33.130689,69.426555,
EGRI2,35.983521,74.271774,
6MATP,24.937028,69.653469,
LV3A1,31.973186,60.870827,
6LHB4,32.847516,72.018678,
UKBH7,31.386938,71.160907,
5RK8N,29.725742,68.6184,
J8VJM,31.654117,60.609689,
SYVMJ,30.568825,74.598465,
O05RO,36.515356,66.132298,
HDDKW,33.997552,70.296404,
GBCZT,23.642585,70.201172,
G54F0,27.329565,63.121874,
SCMNV,28.798478,66.370104,
P2TVU,36.541889,61.689544,
KV28I,32.737059,61.646903,
52MEJ,35.777882,61.348778,
AWMIE,28.216873,61.704945,
9O1MH,31.812573,62.441863,
8IJMO,33.490145,67.671514,
8IUO1,27.236928,66.500293,
8SV8D,27.16652,68.985261,
GMU38,35.336877,75.476546,
LB4RW,26.291125,61.520363,
HPBD1,31.457081,67.96853,
SNORV,27.856507,64.658366,
K0KN3,34.066606,61.013356,
2ZFSM,33.769688,65.487271,
9TEKG,24.740338,63.232158,
002ZF,34.04248,62.319451,
0FUMV,31.604149,68.583701,
OE6G6,32.086025,66.62539,
SV107,31.90622,76.996763,
K98UL,29.654223,63.649609,
PGZPM,25.931879,62.004735,
LL126,25.135735,73.294078,
387GT,27.804832,70.323986,
MJTRC,32.187598,76.1197,
J5FQ8,30.279223,73.81353,
IWD6J,26.867668,72.703171,
AB4ZY,28.929796,62.908161,
HZACQ,28.417298,68.216173,
1OVX0,36.065125,74.728426,
Q09EA,33.124248,76.920058,
7RHZW,23.927266,77.224049,
P05M8,32.837449,77.430645,
2CZF0,34.977224,76.623628,
0RYKM,23.97362,62.988374,
TNZR0,25.714702,66.815937,
WRD6F,23.561951,66.810395,
4BXRN,28.76352,67.918252,
ZWFB7,26.008849,77.314392,
AGROB,31.73766,75.390776,
R3IQ0,28.816522,67.84645,
I2TXV,26.526203,73.941463,
79HJF,31.197016,63.587932,
5190P,36.078444,74.732045,
YMOZ2,34.054776,76.635633,
SO6P8,31.571696,71.604604,
84GOH,36.913743,63.27854,
9PN1J,30.123131,70.842672,
QMLAJ,32.366461,63.122627,
VFQQ8,28.576643,72.875335,
T47BT,26.535464,72.888748,
FQN78,32.100789,68.494008,
X617D,30.517319,64.304317,
T7YUB,24.690435,66.322231,
HNVMM,30.350491,60.707918,
7FM47,34.147964,64.801695,
T7TOO,28.516554,67.603725,
UU3BU,33.704846,76.735484,
057UC,23.525805,74.099342,
BL0SK,31.532515,66.794848,
MF7JW,35.67704,68.198804,
TQL99,35.940249,71.808919,
XJTFG,29.32067,66.219965,
17E45,24.612652,69.769572,
KGWGH,33.918093,67.918673,
AFDMH,31.395604,70.543591,
WPJLP,33.88838,76.020358,
GGNAU,26.41614,73.51208,
FUQ0V,25.80635,71.423127,
PJTEV,28.617429,67.691948,
PDWBK,26.454443,64.708284,
7ELCJ,34.06606,71.659281,
2598H,29.556188,73.253995,
MLRW2,24.721016,62.418242,
AX2E2,28.764535,65.065292,
1KTWO,34.238091,65.111245,
BC2F0,28.3898,76.589743,
P9WMB,35.469869,70.212338,
4EBVL,26.052957,67.668264,
DPXSC,32.861131,60.924585,
AIZ2W,32.262056,62.31761,
ZPZFG,29.30671,73.939962,
1MQ1V,24.723834,67.729196,
4ELPX,33.712983,63.957069,
11836,34.661314,61.830926,
VZTJY,26.523806,65.793376,
B7YXL,29.295712,75.019788,
B5MQW,34.436283,74.425697,
46KCR,34.172369,62.54579,
Y1EHG,30.379351,74.336583,
SUGTV,33.141988,67.753259,
BTCB8,24.511984,62.340049,
H2R5A,34.234184,72.683861,
PD8P2,24.784744,76.01907,
NHR61,27.03371,74.228205,
YUK4E,30.428214,64.02677,
KMAXI,25.830969,70.302863,
WTHOY,30.635263,60.798215,
2KQY9,30.329025,75.646137,
S9MJA,30.847476,61.676391,
TJ0R7,28.824061,60.871077,
ZC6B9,23.852087,66.857436,
RBWKC,33.087449,62.053527,
JD2RS,36.550399,64.566042,
PX5SQ,24.964606,61.197813,
653MJ,25.458572,63.366744,
Y3LRF,36.92843,67.160498,
5AC05,26.152858,62.866942,
AWKVM,26.950554,62.425108,
3RQ9I,25.588999,65.315926,
DBJI8,33.157028,73.038884,
2TLH4,36.558968,70.602431,
0PSPY,35.902122,73.172646,
9LYEP,36.525487,68.7579,
0L0VY,30.221635,69.886318,
GFWJI,30.796794,64.410985,
AR6BA,24.151616,65.236639,
VEE2F,33.224511,62.823021,
7CVHV,27.635527,66.313076,
ZFCOI,27.962293,65.118198,
Q1WXW,32.622072,63.350472,
IRMWP,36.994853,62.810223,
MO4ZK,26.09445,77.027818,
FNE0B,32.284488,65.44277,
FD7QN,32.417453,75.060895,
BOW0Z,27.13407,62.906873,
I8VDE,34.387943,72.640362,
7BYEU,26.664702,65.205282,
SVPYX,25.006591,60.859803,
PW4LT,32.114239,60.721951,
EEICX,30.822842,73.091052,
SVHLY,34.933778,64.928036,
DH69B,30.901698,69.95672,
MAJSL,31.772423,71.105541,
J7WKF,36.192753,65.396092,
CGM7W,34.06353,64.730388,
O7XJW,28.628559,76.14372,
T7HC7,25.625584,68.591714,
74JTJ,36.574435,76.222865,
BLFXI,31.275392,63.295075,
C2OTH,26.564525,68.63495,
RC35D,33.003534,66.508635,
ZNH2W,24.459721,67.661265,
B2R0V,27.122116,75.699219,
W7YM5,27.850332,72.466012,
T9Z55,32.018117,69.063114,
6CCL3,36.566141,65.390391,
GMQI5,31.227007,76.905375,
UC5I9,33.26896,67.272678,
J8UMP,34.883782,64.23429,
G5KOM,35.516103,71.711107,
SA82C,36.666141,76.005347,
38A4R,29.48153,70.591363,
XUHE4,26.470683,67.745612,
A8IMX,24.11774,74.035795,
FN5IK,35.249122,76.983185,
7X3PX,32.404028,66.698271,
J7AJ8,35.935883,72.684157,
3PCG1,33.486008,62.540744,
ADJCQ,27.911002,77.346764,
8UAI3,32.606874,76.243905,
KXAQE,30.572306,70.320753,
DS7IN,33.635898,70.778758,
5U7IN,30.042331,75.24566,
MX871,32.495863,70.267509,
9YWK2,28.381521,65.327176,
OUJ75,28.788708,65.663484,
8UH8B,33.099953,64.344779,
RQ14H,30.139522,67.933892,
UZCM5,26.218235,70.755048,
V9UM5,34.187591,66.216796,
I4ZIC,33.958235,67.595691,
OKRP3,29.244144,76.692433,
ZKQWF,35.625185,73.702593,
9C68O,25.285185,66.340287,
2RIM2,27.503045,63.258762,
O1XZM,30.995278,75.826545,
CR471,34.947051,66.204576,
4YNYM,35.326829,67.963593,
4XHY5,28.068682,65.632685,
POX05,31.586911,63.383579,
WK0AZ,32.914282,60.696883,
1JK9H,26.571936,70.188262,
NCAEV,28.996759,69.817802,
N8ELX,32.505662,65.386149,
DAUZE,36.528754,75.050134,
1D2KH,29.041363,73.035888,
9LX6D,36.080266,72.448573,
B8M4J,28.907362,68.982968,
UH7KC,34.331156,76.539266,
5C5YC,29.176901,64.433666,
84YWS,30.738399,72.635951,
V57KN,23.958513,70.670418,
KFUTV,27.699181,77.211676,
9U3U0,24.415127,65.663133,
1D3KU,35.993243,74.512369,
2Y2VX,24.586148,67.542534,
MS4OZ,27.135821,71.640829,
TP2FJ,25.369302,66.5762,
12JKT,31.814197,75.705292,
CMZBQ,32.563477,71.886822,
3ZNVI,25.754328,66.761686,
7HW7O,31.456809,68.467508,
MEL5K,28.928734,77.296123,
OI04J,26.301612,67.745381,
LV8XN,33.55739,70.610575,
DVY6Y,32.172253,72.42556,
TRK8S,29.198482,76.103077,
FERFV,30.20859,71.520267,
VIILC,30.018675,70.224444,
75Z43,28.946373,65.975463,
D73BI,29.726169,63.015466,
7ILP5,25.142352,65.793649,
WBNEX,34.292082,64.342948,
S4UYQ,33.834052,73.571657,
C25HU,30.799844,72.607706,
L0YFO,28.472085,73.921572,
AOLYN,28.124821,65.772265,
W9JNG,24.635386,67.012713,
L9D5L,32.584825,66.227607,
T97H8,32.909083,69.784887,
UVXLF,30.275329,65.508209,
HF9GN,27.382329,65.706417,
N0EIC,35.059108,75.8717,
657HH,31.763032,62.307474,
89RV1,28.386072,76.666833,
5F7S4,23.754031,77.323816,
KMD3H,32.946552,76.084714,
DD2VN,28.451869,69.293282,
049I9,26.016055,70.43197,
H4O71,25.286618,66.726169,
98QGJ,32.819947,72.553929,
NDQXV,36.671069,76.083799,
IB0WH,36.900391,71.483289,
JCCV1,30.18725,73.742036,
N3N27,30.101668,75.023569,
RC2U3,36.577815,76.213306,
6A3ZA,35.435002,71.307121,
H4M8W,30.692932,72.687546,
4VX6G,26.355719,69.134455,
NQBGI,31.795926,66.38183,
8XBOQ,27.665824,77.055798,
VKCVQ,35.363798,63.178689,
1TGOQ,35.31114,63.921367,
CF196,31.908979,64.824266,
GABE5,33.051476,61.310865,
7K5BC,30.877545,62.314882,
Q49B6,33.795496,75.032711,
6I0Y8,36.974392,61.367458,
G07LY,24.104214,71.76984,
XGNWJ,27.866675,75.185931,
DIHM0,31.88306,70.347232,
P5I90,24.439295,63.483331,
OZ7NS,33.646226,77.118181,
6CA6W,24.45623,72.752499,
89XEG,27.485995,62.862972,
89CH9,30.604123,72.866034,
O9R6P,25.880642,72.794169,
GSUYJ,28.746284,68.024456,
7FYLO,24.617902,65.672826,
JYDV1,30.591507,62.897788,
W6WEB,25.560652,63.261354,
64S04,24.82774,73.280382,
FND0V,24.50166,69.69115,
JKEZQ,31.279937,76.335678,
8WCDI,32.246311,65.027339,
U0PXH,32.823831,63.213311,
T9CGX,29.571772,75.883678,
RY49V,25.876367,62.462385,
QA7KP,34.527387,66.840451,
MJM3W,23.75197,73.048154,
ZB2KW,25.864763,68.325836,
1CPDB,24.210411,66.335335,
0PNN4,28.507067,73.297956,
AI7AN,26.121578,72.873342,
GC70W,23.552502,66.229782,
WLI7I,32.939608,69.316866,
IMFCO,35.980833,77.124671,
HASJ5,26.124516,60.500255,
JPAHZ,28.946909,63.673577,
K78V9,29.170252,74.685053,
ZM4TF,36.209324,63.432352,
ZGRPZ,31.468804,62.887844,
D5R3M,25.196695,69.5127,
IVUBE,33.40551,73.847508,
QE2HO,36.234611,63.879921,
QXDHZ,24.871378,73.141759,
P6HXY,30.914871,64.654932,
NJ98X,32.423006,69.655605,
BABAR,28.412681,71.91691,
VSBG1,28.003557,64.559103,
U4KKY,31.136249,71.982283,
